masked_id	Date	Des1	Des2	Des3	Payment
9	07172016	POSTAGE/DELIVERY	POSTAGE / DELIVERY	DELIVERY SERVICES (BMG INFERRED DEFINITION)	28
9	07192016	AUTO	AUTO / GAS	UGLY DUCKLING RENT-A-CAR	32
9	07262016	LEGAL	PERSONAL SERVICES	FUNERAL SERVICES AND CREMATORIES 	106
9	07262016	TRAVEL	AIRLINES / TRANSPORTATION	ALL NIPPON	937
9	07262016	PAWN SHOPS	RETAIL / DEPARTMENT STORES	"JEWELRY, SILVERWARE AND PLATED WARE"	105
9	07292016	LUGGAGE	RETAIL / DEPARTMENT STORES	MENS AND WOMENS CLOTHING STORES 	287
9	07302016	VARIETY STORES	RETAIL / DEPARTMENT STORES	"PRECIOUS STONES, METALS, WATCHES, JEWELRY"	186
9	07312016	CHARITY/COMMUNITY ORG	CHARITY / COMMUNITY ORG.	POLITICAL ORGANIZATIONS 	83
9	08022016	JEWELRY	RETAIL / DEPARTMENT STORES	PAWN SHOPS 	160
9	08042016	JEWELRY	RETAIL / DEPARTMENT STORES	COSMETIC STORES 	106
9	08062016	JEWELRY	RETAIL / DEPARTMENT STORES	Digital Goods - Applications (Excludes Games)	116
9	08092016	FURNISHINGS	HOUSEHOLD	DIRECT MARKETING - CONTINUITY/SUBSCRIPTION MERCHANT	48
9	08152016	TRANSPORTATION	AIRLINES / TRANSPORTATION	TAP AIR	1421
9	08152016	LEGAL	PERSONAL SERVICES	FUNERAL SERVICES AND CREMATORIES 	81
9	08152016	PAWN SHOPS	RETAIL / DEPARTMENT STORES	"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE"	184
9	08182016	POSTAGE/DELIVERY	POSTAGE / DELIVERY	POSTAL SERVICES - GOVERNMENT ONLY 	30
9	08182016	UTILITIES	UTILITIES / TELECOM	GAS ANDOTHER SERVICES COMBINED	98
9	08182016	GIFTS	RETAIL / DEPARTMENT STORES	GLASSWARE/CRYSTAL STORES 	283
9	08202016	PERSONAL SERVICES	PERSONAL SERVICES	BEAUTY AND BARBER SHOPS 	111
9	08202016	APPLIANCES	RETAIL / DEPARTMENT STORES	DURABLE GOODS (NOT ELSEWHERE CLASSIFIED) 	135
9	08212016	DURABLES	RETAIL / DEPARTMENT STORES	ANTIQUE REPRODUCTIONS	124
9	08222016	CHARITY/COMMUNITY ORG	CHARITY / COMMUNITY ORG.	RELIGIOUS ORGANIZATIONS 	75
9	08272016	LUGGAGE	RETAIL / DEPARTMENT STORES	GLASSWARE/CRYSTAL STORES 	224
9	08302016	RECREATION	ENTERTAINMENT	TOURIST ATTRACTIONS AND EXHIBITS 	427
9	08302016	INSURANCE	INSURANCE / FINANCIAL SERVICES	SUPERCHECK CASH ADVANCE OR BALANCE TRANSFER (BMG INFERRED DEFINITION)	316
9	08312016	GAS	AUTO / GAS	AJAX RENT-A-CAR	53
9	08312016	PERSONAL SERVICES	PERSONAL SERVICES	FUNERAL SERVICES AND CREMATORIES 	78
9	08312016	GIFTS	RETAIL / DEPARTMENT STORES	FLORISTS 	245
9	09022016	WHOLESALE CLUBS	RETAIL / DEPARTMENT STORES	FLORISTS (BMG INFERRED DEFINITION)	103
9	09022016	GOVERNMENT SERVICES	OTHER	UNKNOWN	49
9	09022016	VEHICLE RENTAL	AUTO / GAS	PARKING LOTS AND GARAGES 	43
9	09042016	HEALTHCARE	HEALTHCARE / PHARMACY	NURSING AND PERSONAL CARE FACILITIES 	55
9	09062016	CLOTHES	RETAIL / DEPARTMENT STORES	WOMENS ACCESSORY AND SPECIALTY SHOPS	214
9	09062016	PERSONAL SERVICES	PERSONAL SERVICES	"COUNSELING SERVICES DEBT, MARRIAGE, AND PERSONAL "	70
9	09062016	RECREATION   	ENTERTAINMENT	"BETTING, INCLUDING LOTTERY TICKETS, CASINO GAMING CHIPS, OFF-TRACK BETTING, WAGERS AT RACE TRACKS"	255
9	09062016	FAST FOOD	RESTAURANTS	CEREAL BREAKFAST FOODS	154
9	09092016	FURNISHINGS	HOUSEHOLD	"FIREPLACES, FIREPLACE SCREENS, ACCESSORIES STORES"	43
9	09192016	BUILDING SUPPLY/WHOLESALE	BUILDING SUPPLY / WHOLESALE	LUMBER AND BUILDING MATERIALS STORES 	1896
9	09252016	GIFTS	RETAIL / DEPARTMENT STORES	DISCOUNT STORES	148
9	09262016	CLOTHES	RETAIL / DEPARTMENT STORES	FURRIERS AND FUR SHOPS 	156
9	09262016	COMPUTERS	RETAIL / DEPARTMENT STORES	INFORMATION RETRIEVAL SERVICES 	237
9	09262016	NONCLASSIFIABLE ESTABLISHMENTS	OTHER	MISCELLANEOUS STORES (BMG INFERRED DEFINITION)	69
9	09282016	RESTAURANTS	RESTAURANTS	RETAIL BAKERIES	191
9	10022016	EDUCATION	EDUCATION	VOCATIONAL AND TRADE SCHOOLS 	6307
9	10082016	TRAVEL	AIRLINES / TRANSPORTATION	AMERICA WEST	2225
9	10092016	INSURANCE	INSURANCE / FINANCIAL SERVICES	"ONLINE ADVANCE, PHONE ADVANCE, ATM CASH ADVANCE, OR TRANSFER (BMG INFERRED DEFINITION)"	337
9	10092016	TAX	TAX	TAX PAYMENTS 	38
9	10092016	BARS	ENTERTAINMENT	SPORTING AND RECREATIONAL CAMPS 	185
9	10092016	GOVERNMENT SERVICES	OTHER	UNKNOWN	85
9	10112016	COMPUTERS	RETAIL / DEPARTMENT STORES	SHOE STORES	227
9	10112016	APPLIANCES	RETAIL / DEPARTMENT STORES	WOMENS READY-TO-WEAR STORES (BMG INFERRED DEFINITION)	246
9	10152016	ALCOHOL	GROCERIES	"PACKAGE STORES BEER, WINE, AND LIQUOR (BMG INFERRED DEFINITION)"	133
9	10152016	LUGGAGE	RETAIL / DEPARTMENT STORES	"PRECIOUS STONES, METALS, WATCHES, JEWELRY"	252
9	10162016	GAS	AUTO / GAS	MERCHANTS RENT-A-CAR 	35
9	10232016	AIRLINES	AIRLINES / TRANSPORTATION	GOL AIR	1174
9	10262016	VEHICLE RENTAL	AUTO / GAS	AUTOMOTIVE PARTS AND ACCESSORIES STORES 	39
9	10272016	WHOLESALE CLUBS	RETAIL / DEPARTMENT STORES	"PIECE GOODS, NOTIONS, AND OTHER DRY GOODS "	272
9	10282016	TELECOM	UTILITIES / TELECOM	CABLE AND OTHER PAY TELEVISION SERVICES	81
9	10302016	DEPARTMENT STORES	RETAIL / DEPARTMENT STORES	"TYPEWRITER STORES, SALES, RENTALS, SERVICE"	135
9	10312016	DEPARTMENT STORES	RETAIL / DEPARTMENT STORES	"FLORISTS SUPPLIES, NURSERY STOCK AND FLOWERS "	268
9	11042016	ENTERTAINMENT	ENTERTAINMENT	SPORTING AND RECREATIONAL CAMPS 	438
9	11042016	TRANSPORTATION	AIRLINES / TRANSPORTATION	VALLEY AIR	761
9	11042016	RECREATION   	ENTERTAINMENT	GOVERNMENT-LICENSED CASINO (ONLINE OR INTERNET GAMBLING)	199
9	11052016	ALCOHOL	GROCERIES	"PACKAGE STORES BEER, WINE AND LIQUOR (BMG INFERRED DEFINITION)"	286
9	11072016	EDUCATION	EDUCATION	BUSINESS AND SECRETARIAL SCHOOLS 	4811
9	11082016	RECREATION   	ENTERTAINMENT	VIDEO GAME ARCADES/ESTABLISHMENTS 	294
9	11082016	LEGAL	PERSONAL SERVICES	LAUNDRIES - FAMILY AND COMMERCIAL 	91
9	11082016	GAMBLING	ENTERTAINMENT	CAMERA AND PHOTOGRAPHIC SUPPLY STORES 	247
9	11092016	CONTRACTOR/BUSINESS SERVICES	CONTRACTOR / BUSINESS SERVICES	SWIMMING POOL SUPPLIES (BMG INFERRED DEFINITION)	241
9	11122016	OFFICE SUPPLY/STATIONERY	OFFICE SUPPLY / STATIONERY	"QUICK COPY, REPRODUCTION, AND BLUEPRINTING SERVICES "	44
9	11122016	LEGAL	PERSONAL SERVICES	BEAUTY SHOPS	99
9	11132016	UTILITIES	UTILITIES / TELECOM	"UTILITIES - ELECTRIC, GAS, WATER, SANITARY "	60
9	11132016	PAWN SHOPS	RETAIL / DEPARTMENT STORES	WOMENS ACCESSORY AND SPECIALTY SHOPS (BMG INFERRED DEFINITION)	181
9	11132016	INSURANCE	INSURANCE / FINANCIAL SERVICES	FINANCIAL INSTITUTIONS - FEDERAL SAVINGS BANKS (BMG INFERRED DEFINITION)	395
9	11142016	PERSONAL SERVICES	PERSONAL SERVICES	"COUNSELING SERVICES DEBT, MARRIAGE, AND PERSONAL "	77
9	11212016	DEPARTMENT STORES	RETAIL / DEPARTMENT STORES	MOVIE RENTAL STORES (BMG INFERRED DEFINITION)	151
9	11212016	ANTIQUES	RETAIL / DEPARTMENT STORES	"TYPEWRITER STORES, SALES, RENTALS, SERVICE"	102
9	11212016	LUGGAGE	RETAIL / DEPARTMENT STORES	VARIETY STORES	167
9	11212016	GROCERIES	GROCERIES	GROCERY STORES AND SUPERMARKETS (BMG INFERRED DEFINITION)	249
9	11232016	REAL ESTATE	INSURANCE / FINANCIAL SERVICES	BILL PAY AUTOMATIC OR BILL PAY ONLINE (BMG INFERRED DEFINITION)	236
9	11232016	BUILDING SUPPLY/WHOLESALE	BUILDING SUPPLY / WHOLESALE	"GLASS, PAINT, WALLPAPER STORES "	1968
9	11232016	GROCERIES	GROCERIES	FREEZER AND LOCKER MEAT PROVISIONERS 	285
9	11242016	VEHICLE RENTAL	AUTO / GAS	ANSA INTERNATIONAL	28
9	11272016	HOBBIES	ENTERTAINMENT	MOTION PICTURE THEATERS (BMG INFERRED DEFINITION)	228
9	11292016	GIFTS	RETAIL / DEPARTMENT STORES	RECORD STORES 	113
9	11302016	TRAVEL	AIRLINES / TRANSPORTATION	UNITED	2110
9	11302016	DIRECT MARKETING	HOUSEHOLD	CATALOG AND MAIL-ORDER HOUSES	34
9	11302016	OFFICE SUPPLY/STATIONERY	OFFICE SUPPLY / STATIONERY	BLUEPRINT/PHOTOCOPY SERVICES	34
9	11302016	POSTAGE/DELIVERY	POSTAGE / DELIVERY	POSTAL SERVICES - GOVERNMENT ONLY 	24
9	12042016	LEGAL	PERSONAL SERVICES	BUYING AND SHOPPING SERVICES AND CLUBS 	54
9	12052016	FURNISHINGS	HOUSEHOLD	DOOR-TO-DOOR SALES DOOR-TO-DOOR SALES 	41
9	12052016	TELECOM	UTILITIES / TELECOM	COMPUTER NETWORK/INFORMATION SERVICES 	101
9	12052016	OFFICE SUPPLY/STATIONERY	OFFICE SUPPLY / STATIONERY	"QUICK COPY, REPRODUCTION, AND BLUEPRINTING SERVICES "	21
9	12052016	FURNISHINGS	HOUSEHOLD	DIRECT MARKETING - OUTBOUND TELEMARKETING MERCHANT	55
9	12072016	LEGAL	PERSONAL SERVICES	HEALTH AND BEAUTY SPAS 	85
9	12102016	SPORTING GOODS	RETAIL / DEPARTMENT STORES	MISCELLANEOUS FOOD STORES CONVENIENCE STORES AND SPECIALTY MARKETS	271
9	12152016	INSURANCE	INSURANCE / FINANCIAL SERVICES	FINANCIAL INSTITUTIONS - FEDERAL SAVINGS BANKS (BMG INFERRED DEFINITION)	444
9	12152016	FAST FOOD	RESTAURANTS	FAST FOOD RESTAURANTS 	77
9	12152016	APPLIANCES	RETAIL / DEPARTMENT STORES	WIG AND TOUPEE STORES 	152
9	12162016	LUGGAGE	RETAIL / DEPARTMENT STORES	"JEWELRY, SILVERWARE AND PLATED WARE"	109
9	12172016	CONTRACTOR/BUSINESS SERVICES	CONTRACTOR / BUSINESS SERVICES	MISCELLANEOUS PUBLISHING AND PRINTING 	275
9	12172016	DIRECT MARKETING	HOUSEHOLD	HOME FURNISHING SPECIALTY STORES 	66
9	12172016	DISCOUNT STORES	RETAIL / DEPARTMENT STORES	MISCELLANEOUS FOOD STORES CONVENIENCE STORES AND SPECIALTY MARKETS	272
9	12172016	RESTAURANTS	RESTAURANTS	BAKERY PRODUCTS	135
9	12182016	NONCLASSIFIABLE ESTABLISHMENTS	OTHER	U.S. GOVERNMENT U.S. FEDERAL GOVERNMENT AGENCIES OR DEPARTMENTS 	70
9	12192016	ALCOHOL	GROCERIES	GROCERY STORES AND SUPERMARKETS	277
9	12192016	CHARITY/COMMUNITY ORG	CHARITY / COMMUNITY ORG.	POLITICAL ORGANIZATIONS 	146
9	12192016	AUTO	AUTO / GAS	ANSA INTERNATIONAL	25
9	12192016	POSTAGE/DELIVERY	POSTAGE / DELIVERY	DELIVERY SERVICES (BMG INFERRED DEFINITION)	21
9	12272016	AIRLINES	AIRLINES / TRANSPORTATION	ICELANDAIR	1465
12	07012016	LEGAL	PERSONAL SERVICES	LAUNDRIES - FAMILY AND COMMERCIAL 	103
12	07012016	AUTO	AUTO / GAS	AJAX RENT-A-CAR	49
12	07042016	CONTRACTOR/BUSINESS SERVICES	CONTRACTOR / BUSINESS SERVICES	ELECTRICAL AND SMALL APPLIANCE REPAIR SHOPS 	340
12	07102016	HOT FILE	OTHER	GOVERNMENT SERVICES (NOT ELSEWHERE CLASSIFIED)	72
12	07102016	RECREATION   	ENTERTAINMENT	VIDEO GAME ARCADES/ESTABLISHMENTS 	182
12	07132016	DURABLES	RETAIL / DEPARTMENT STORES	HOUSEHOLD APPLIANCES	162
12	07172016	PAWN SHOPS	RETAIL / DEPARTMENT STORES	MISCELLANEOUS APPAREL AND ACCESSORY SHOPS 	188
12	07192016	BUILDING SUPPLY/WHOLESALE	BUILDING SUPPLY / WHOLESALE	"PAINT, VARNISHES, SUPPLIES"	876
12	07192016	TRANSPORTATION	AIRLINES / TRANSPORTATION	AIR NEW ZEALAND	863
12	07192016	PAWN SHOPS	RETAIL / DEPARTMENT STORES	CIGAR STORES AND STANDS 	195
12	07212016	FAST FOOD	RESTAURANTS	RETAIL BAKERIES	146
12	07212016	REAL ESTATE	INSURANCE / FINANCIAL SERVICES	FINANCIAL INSTITUTIONS AUTOMATED CASH DISBURSEMENTS	395
12	08062016	HOTEL/MOTEL	LODGING	SUMMERFIELD SUITES	1159
12	08072016	NONCLASSIFIABLE ESTABLISHMENTS	OTHER	GOVERNMENT LOAN PAYMENTS	53
12	08072016	LUGGAGE	RETAIL / DEPARTMENT STORES	"BOOKS, PERIODICALS AND NEWSPAPERS "	108
12	08072016	LUGGAGE	RETAIL / DEPARTMENT STORES	SHOE STORES 	116
12	08072016	HOBBIES	ENTERTAINMENT	"DRINKING PLACES (ALCOHOLIC BEVERAGES) BARS, TAVERNS,NIGHTCLUBS, COCKTAIL LOUNGES, AND DISCOTHEQUES"	240
12	08092016	FAST FOOD	RESTAURANTS	BAKERY PRODUCTS	168
12	08102016	TRAVEL	AIRLINES / TRANSPORTATION	AIR MALTA	1292
12	08122016	POSTAGE/DELIVERY	POSTAGE / DELIVERY	DELIVERY SERVICES (BMG INFERRED DEFINITION)	31
12	08142016	AIRLINES	AIRLINES / TRANSPORTATION	OLYMPIC	1720
12	08142016	OTHER	OTHER	NONCLASSIFIABLE ESTABLISHMENTS	39
12	08162016	ALCOHOL	GROCERIES	"PACKAGE STORES BEER, WINE, AND LIQUOR (BMG INFERRED DEFINITION)"	227
12	08162016	RECREATION   	ENTERTAINMENT	MOTION PICTURE THEATERS 	202
12	08162016	CONVENIENCE STORES	RETAIL / DEPARTMENT STORES	LUGGAGE AND LEATHER GOODS STORES 	135
12	08162016	WHOLESALE CLUBS	RETAIL / DEPARTMENT STORES	RECORD STORES 	169
12	08172016	FAST FOOD	RESTAURANTS	RETAIL BAKERIES	107
12	08172016	ANTIQUES	RETAIL / DEPARTMENT STORES	"TYPEWRITER STORES, SALES, RENTALS, SERVICE"	166
12	08182016	GAS	AUTO / GAS	AVON RENT-A-CAR	26
12	08222016	GAS	AUTO / GAS	AUTO HOST CAR RENTALS	33
12	08222016	GAMBLING	ENTERTAINMENT	VIDEO TAPE RENTAL STORES 	302
12	08272016	TELECOM	UTILITIES / TELECOM	CABLE AND OTHER PAY TELEVISION SERVICES	99
12	08272016	LEGAL	PERSONAL SERVICES	FUNERAL SERVICES AND CREMATORIES 	100
12	08272016	SPORTING GOODS	RETAIL / DEPARTMENT STORES	"PRECIOUS STONES, METALS, WATCHES, JEWELRY"	214
12	08292016	TRAVEL	AIRLINES / TRANSPORTATION	KLM	831
12	08302016	ALCOHOL	GROCERIES	RETAIL-FOOD STORES	135
12	09022016	ELECTRONICS	RETAIL / DEPARTMENT STORES	HOUSEHOLD APPLIANCES	155
12	09032016	CONTRACTOR/BUSINESS SERVICES	CONTRACTOR / BUSINESS SERVICES	CARPENTRY CONTRACTORS 	276
12	09052016	WHOLESALE CLUBS	RETAIL / DEPARTMENT STORES	PAWN SHOPS 	123
12	09072016	APPLIANCES	RETAIL / DEPARTMENT STORES	MISCELLANEOUS FOOD STORES CONVENIENCE STORES AND SPECIALTY MARKETS	287
12	09072016	EDUCATION	EDUCATION	BUSINESS AND SECRETARIAL SCHOOLS 	7298
12	09072016	OFFICE SUPPLY/STATIONERY	OFFICE SUPPLY / STATIONERY	BLUEPRINT/PHOTOCOPY SERVICES	24
12	09072016	LEGAL	PERSONAL SERVICES	BUYING AND SHOPPING SERVICES AND CLUBS 	48
12	09082016	TRAVEL	AIRLINES / TRANSPORTATION	BRITISH MIDLAND	927
12	09092016	OFFICE SUPPLY/STATIONERY	OFFICE SUPPLY / STATIONERY	"QUICK COPY, REPRODUCTION, AND BLUEPRINTING SERVICES "	17
12	09092016	TRAVEL	AIRLINES / TRANSPORTATION	ALITALIA	2094
12	09092016	ELECTRONICS	RETAIL / DEPARTMENT STORES	"FLORISTS SUPPLIES, NURSERY STOCK AND FLOWERS "	231
12	09102016	BUILDING SUPPLY/WHOLESALE	BUILDING SUPPLY / WHOLESALE	CONSTRUCTION MATERIALS (NOT ELSEWHERE CLASSIFIED)	1921
12	09102016	TELECOM	UTILITIES / TELECOM	"TELECOMMUNICATION SERVICES, INCL LOCAL AND LONG DISTANCE CALLS, CREDIT CARD CALLS, MAG STRIPE, FAX"	68
12	09102016	FURNISHINGS	HOUSEHOLD	"FURNITURE-REUPHOLSTERY, REPAIR, AND REFINISHING "	27
12	09102016	INSURANCE	INSURANCE / FINANCIAL SERVICES	FINANCIAL INSTITUTIONS - FEDERAL SAVINGS BANKS (BMG INFERRED DEFINITION)	225
12	09112016	PERSONAL SERVICES	PERSONAL SERVICES	"COUNSELING SERVICES DEBT, MARRIAGE, AND PERSONAL "	68
12	09112016	USED ITEMS	OTHER	INTRA-COMPANY PURCHASES	54
12	09122016	DIRECT MARKETING	HOUSEHOLD	DIRECT MARKETING - CATALOG MERCHANT 	56
12	09172016	RECREATION	ENTERTAINMENT	"BANDS, ORCHESTRAS, AND MISCELLANEOUS ENTERTAINERS NOT ELSEWHERE CLASSIFIED"	296
12	09192016	COMPUTERS	RETAIL / DEPARTMENT STORES	"GIFT, CARD, NOVELTY AND SOUVENIR SHOPS "	176
12	09192016	BUILDING SUPPLY/WHOLESALE	BUILDING SUPPLY / WHOLESALE	HARDWARE STORES 	1357
12	09232016	FINANCIAL SERVICES	INSURANCE / FINANCIAL SERVICES	"INSURANCE SALES, UNDERWRITING, AND PREMIUMS "	164
12	09282016	DURABLES	RETAIL / DEPARTMENT STORES	"JEWELRY, PRECIOUS METAL"	148
12	09282016	FINANCIAL SERVICES	INSURANCE / FINANCIAL SERVICES	"INSURANCE CARRIERS, NOT ELSEWHERE CLASSIFIED"	399
12	09302016	DURABLES	RETAIL / DEPARTMENT STORES	"JEWELRY, SILVERWARE AND PLATED WARE"	232
12	09302016	PERSONAL SERVICES	PERSONAL SERVICES	LAUNDRIES - FAMILY AND COMMERCIAL 	112
12	09302016	PET/VETERINARY	PET / VETERINARY	VETERINARY SERVICES (BMG INFERRED DEFINITION)	257
12	10022016	GAS	AUTO / GAS	PAYLESS CAR RENTAL	61
12	10062016	JEWELRY	RETAIL / DEPARTMENT STORES	"TYPEWRITER STORES, SALES, RENTALS, SERVICE"	274
12	10062016	GAMBLING	ENTERTAINMENT	Government-Licensed Horse/Dog Racing	183
12	10102016	GAMBLING	ENTERTAINMENT	Digital Goods - Games	219
12	10102016	SPORTING GOODS	RETAIL / DEPARTMENT STORES	GLASSWARE/CRYSTAL STORES 	179
12	10102016	TRANSPORTATION	AIRLINES / TRANSPORTATION	AEROFLOT	1146
12	10102016	JEWELRY	RETAIL / DEPARTMENT STORES	NEWS DEALERS AND NEWSSTANDS 	232
12	10112016	JEWELRY	RETAIL / DEPARTMENT STORES	FLORISTS 	259
12	10162016	RESTAURANTS	RESTAURANTS	BAKERY PRODUCTS	195
12	10162016	RECREATION   	ENTERTAINMENT	ARTISTS SUPPLY AND CRAFT SHOPS 	512
12	10162016	COMPUTERS	RETAIL / DEPARTMENT STORES	BOOK STORES 	226
12	10192016	BUILDING SUPPLY/WHOLESALE	BUILDING SUPPLY / WHOLESALE	"PAINT, VARNISHES, SUPPLIES"	2081
12	10202016	CLOTHES	RETAIL / DEPARTMENT STORES	COMMERCIAL FOOTWEAR 	112
12	10212016	NONCLASSIFIABLE ESTABLISHMENTS	OTHER	U.S. GOVERNMENT U.S. FEDERAL GOVERNMENT AGENCIES OR DEPARTMENTS 	83
12	10272016	FURNISHINGS	HOUSEHOLD	"FURNITURE-REUPHOLSTERY, REPAIR, AND REFINISHING "	59
12	10282016	COMPUTERS	RETAIL / DEPARTMENT STORES	SPORTS AND RIDING APPAREL STORES 	272
12	10282016	DURABLES	RETAIL / DEPARTMENT STORES	"PRECIOUS STONES, METALS, WATCHES, JEWELRY"	132
12	10292016	TELECOM	UTILITIES / TELECOM	TELEGRAPH SERVICES 	113
12	10292016	CLOTHES	RETAIL / DEPARTMENT STORES	"COMPUTER MAINTENANCE, REPAIR, SERVICES (NOT ELSEWHERE CLASSIFIED)"	160
12	10292016	BARS	ENTERTAINMENT	"COMMERCIAL PHOTOGRAPHY, ART, AND GRAPHICS "	236
12	10312016	HOBBIES	ENTERTAINMENT	MOTION PICTURE AND VIDEO TAPE PRODUCTION AND DISTRIBUTION 	212
12	11022016	NONCLASSIFIABLE ESTABLISHMENTS	OTHER	WHOLESALE DISTRIBUTORS AND MANUFACTURERS (BMG INFERRED DEFINITION)	38
12	11072016	DIRECT MARKETING	HOUSEHOLD	DIRECT MARKETING - CATALOG MERCHANT 	52
12	11072016	TELECOM	UTILITIES / TELECOM	COMPUTER NETWORK/INFORMATION SERVICES 	57
12	11072016	DEPARTMENT STORES	RETAIL / DEPARTMENT STORES	FURRIERS AND FUR SHOPS 	112
12	11082016	RESTAURANTS	RESTAURANTS	BAKERY PRODUCTS	144
12	11082016	SPORTING GOODS	RETAIL / DEPARTMENT STORES	MENS AND BOYS CLOTHING AND ACCESSORIES STORES 	224
12	11102016	RECREATION	ENTERTAINMENT	BICYCLE SHOPS - SALES AND SERVICE 	308
12	11102016	CONTRACTOR/BUSINESS SERVICES	CONTRACTOR / BUSINESS SERVICES	MISCELLANEOUS PUBLISHING AND PRINTING 	241
12	11102016	TRANSPORTATION	AIRLINES / TRANSPORTATION	AVIANCA	1440
12	11132016	ANTIQUES	RETAIL / DEPARTMENT STORES	GLASSWARE/CRYSTAL STORES 	157
12	11132016	ALCOHOL	GROCERIES	GROCERY STORES AND SUPERMARKETS	118
12	11132016	BARS	ENTERTAINMENT	BOAT RENTALS AND LEASING 	455
12	11142016	ENTERTAINMENT	ENTERTAINMENT	MOTION PICTURE THEATERS (BMG INFERRED DEFINITION)	200
12	11142016	RETAIL	RETAIL / DEPARTMENT STORES	DURABLE GOODS (NOT ELSEWHERE CLASSIFIED) 	196
12	11172016	TELECOM	UTILITIES / TELECOM	"TELECOMMUNICATION SERVICES, INCL LOCAL AND LONG DISTANCE CALLS, CREDIT CARD CALLS, MAG STRIPE, FAX"	87
12	11172016	GAS	AUTO / GAS	CAREY RENT-A-CAR	50
12	11192016	EDUCATION	EDUCATION	VOCATIONAL AND TRADE SCHOOLS 	6007
12	11192016	GAS	AUTO / GAS	TOWING SERVICES 	50
12	11192016	PET/VETERINARY	PET / VETERINARY	AGRICULTURAL COOPERATIVE 	333
12	11192016	BARS	ENTERTAINMENT	MOTORCYCLE SHOPS AND DEALERS 	318
12	11202016	RETAIL	RETAIL / DEPARTMENT STORES	FLORISTS 	112
12	11202016	CONVENIENCE STORES	RETAIL / DEPARTMENT STORES	"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE"	288
12	11202016	UTILITIES	UTILITIES / TELECOM	"TELECOMMUNICATION SERVICES, INCL LOCAL AND LONG DISTANCE CALLS, CREDIT CARD CALLS, MAG STRIPE, FAX"	117
12	11202016	PAWN SHOPS	RETAIL / DEPARTMENT STORES	"MUSIC STORES MUSICAL INSTRUMENTS, PIANOS, AND SHEET MUSIC"	143
12	11242016	GROCERIES	GROCERIES	GROCERY STORES AND SUPERMARKETS (BMG INFERRED DEFINITION)	281
12	11252016	FURNISHINGS	HOUSEHOLD	"FURNITURE-REUPHOLSTERY, REPAIR, AND REFINISHING "	43
12	11252016	TRAVEL	AIRLINES / TRANSPORTATION	KENYA AIRWAYS	994
12	11262016	PHARMACY	HEALTHCARE / PHARMACY	MEDICAL SERVICES AND HEALTH PRACTITIONERS NOT ELSEWHERE CLASSIFIED	104
12	12022016	DISCOUNT STORES	RETAIL / DEPARTMENT STORES	PAWN SHOPS 	247
12	12052016	PERSONAL SERVICES	PERSONAL SERVICES	"COURT COSTS, INCLUDING ALIMONY AND CHILD SUPPORT "	71
12	12052016	GAMBLING	ENTERTAINMENT	BILLIARD AND POOL ESTABLISHMENTS 	214
12	12062016	SPORTING GOODS	RETAIL / DEPARTMENT STORES	FAMILY CLOTHING STORES 	265
12	12082016	PAWN SHOPS	RETAIL / DEPARTMENT STORES	MENS AND BOYS CLOTHING AND ACCESSORIES STORES 	164
12	12122016	HOTEL/MOTEL	LODGING	TOWN PLACE SUITES	789
12	12122016	ELECTRONICS	RETAIL / DEPARTMENT STORES	BOOK STORES 	129
12	12122016	GAMBLING	ENTERTAINMENT	MOTION PICTURE THEATERS 	267
12	12142016	BARS	ENTERTAINMENT	"CAMPER, RECREATIONAL AND UTILITY TRAILER DEALERS "	482
12	12142016	JEWELRY	RETAIL / DEPARTMENT STORES	"COMPUTER PROGRAMMING, DATA PROCESSING, AND INTEGRATED SYSTEMS DESIGN SERVICES"	207
12	12142016	DIRECT MARKETING	HOUSEHOLD	HOME FURNISHING SPECIALTY STORES 	71
12	12182016	FAST FOOD	RESTAURANTS	FAST FOOD RESTAURANTS 	79
12	12182016	COMPUTERS	RETAIL / DEPARTMENT STORES	FLORISTS 	186
12	12182016	PERSONAL SERVICES	PERSONAL SERVICES	BUYING AND SHOPPING SERVICES AND CLUBS 	88
12	12192016	FAST FOOD	RESTAURANTS	RETAIL BAKERIES	76
12	12192016	CHARITY/COMMUNITY ORG	CHARITY / COMMUNITY ORG.	RELIGIOUS ORGANIZATIONS 	81
12	12202016	JEWELRY	RETAIL / DEPARTMENT STORES	COSMETIC STORES 	153
12	12202016	BARS	ENTERTAINMENT	PHOTOGRAPHIC STUDIOS 	494
12	12212016	OTHER	OTHER	GOVERNMENT SERVICES (NOT ELSEWHERE CLASSIFIED)	89
12	12212016	HEALTHCARE	HEALTHCARE / PHARMACY	"OPTICIANS, OPTICAL GOODS, AND EYEGLASSES"	96
12	12222016	HOBBIES	ENTERTAINMENT	SNOWMOBILE DEALERS 	500
12	12242016	RECREATION   	ENTERTAINMENT	VIDEO GAME ARCADES/ESTABLISHMENTS 	476
12	12242016	REAL ESTATE	INSURANCE / FINANCIAL SERVICES	SUPERCHECK CASH ADVANCE OR BALANCE TRANSFER (BMG INFERRED DEFINITION)	420
12	12242016	POSTAGE/DELIVERY	POSTAGE / DELIVERY	POSTAL SERVICES - GOVERNMENT ONLY 	15
